Brand,Item Name,Item Code,Package Size,MCC,Category
LAXMI,PUNJABI GUD,LMGP1,20X2 LB,10723246287154,JAGGERY RANGE
LAXMI,PUNJABI MASALA GUD,LMGPM1,20X2 LB,10723246287161,JAGGERY RANGE
LAXMI,PUNJABI SHAKKAR,LMGS2,20X2 LB,10723246287147,JAGGERY RANGE
LAXMI,KOHLAPURI JAGGERY,LMG1,6X2 KG,10723246211494,JAGGERY RANGE
LAXMI,COCONUT JAGGERY,LMGK,20X1 LB,20723246292681,JAGGERY RANGE
LAXMI,KARUPATTI JAGGERY,LMGC,20X1 LB,20723246292674,JAGGERY RANGE
LAXMI,PEANUT CHIKKI,2CP1,20X200 GM,20723246286345,LADDU & CHIKKI
LAXMI,CRUSHED PEANUT CHIKKI,2CCP1,20X200 GM,20723246286352,LADDU & CHIKKI
LAXMI,TILL CHIKKI,2CT1,20X200 GM,20723246286369,LADDU & CHIKKI
LAXMI,PEANUT LADDU,2LP1,20X200 GM,20723246286376,LADDU & CHIKKI
LAXMI,TILL LADDU,2LT1,20X200 GM,20723246286383,LADDU & CHIKKI
LAXMI,KURAMURA LADDU,2LK1,40X100 GM,40723246286400,LADDU & CHIKKI
LAXMI,CALCUTTA MUKHWAS,LMUC3,20X200 GM,20723246292193,MUKHWAS
LAXMI,FENNEL CANDY MUKHWAS,LMUCF6,20X200 GM,20723246292643,MUKHWAS
LAXMI,GREEN MUKHWAS,LMUG6,20X200 GM,20723246292650,MUKHWAS
LAXMI,GUJARATI MUKHWAS,LMUGJ1,20X200 GM,20723246292186,MUKHWAS
LAXMI,RED MUKHWAS,LMUR6,20X200 GM,20723246292667,MUKHWAS
LAXMI,ALPHONSO MANGO PULP,LPUA0,6X850 GM,N/A,MANGO PULP
LAXMI,KESAR MANGO PULP,LPUK0,6X850 GM,N/A,MANGO PULP
LAXMI,LOOSE BLACK TEA (W/ FREE TEA MASALA),LTPO,18X2 LB,N/A,PREMIUM TEA
LAXMI,FRIED ONIONS,LF01,15X400 GM,N/A,PREMIUM FRIED ONIONS
LAXMI,RUSK,2RT3,24X300 GM,20723246264824,RUSK
LAXMI,MILK RUSK,2RT2,24X300 GM,20723246282118,RUSK
LAXMI,RUSK,2RT5,12X600 GM,20723246291813,RUSK
LAXMI,MILK RUSK,2RT4,12X600 GM,20723246291806,RUSK
LAXMI,MILK RUSK,2RT6,6X1.2 KG,10723246293353,RUSK
LAXMI,RUSK,2RT7,6X1.2 KG,10723246293360,RUSK
LAXMI,ROASTED CHANA,2RGJ1,10X400 GM,10723246286867,ROASTED CHICKPEAS
LAXMI,ROASTED CHANA SALTED TURMERIC,2RGJ2,10X400 GM,10723246286881,ROASTED CHICKPEAS
LAXMI,MAHABALESHWARI ROASTED CHANA,2RGJ4,10X400 GM,10723246286898,ROASTED CHICKPEAS
LAXMI,MAHABALESHWARI ROASTED CHANA SALTED,2RGJ6,10X400 GM,10723246286904,ROASTED CHICKPEAS
LAXMI,MAHABALESHWARI ROASTED CHANA SALTED TURMERIC,2RGJ8,10X400 GM,10723246286911,ROASTED CHICKPEAS
LAXMI,MAHABALESHWARI ROASTED CHANA (POUCH),2RGM1,20X400 GM,20723246291653,ROASTED CHICKPEAS
LAXMI,MAHABALESHWARI ROASTED CHANA (POUCH),2RGM2,10X800 GM,10723246291663,ROASTED CHICKPEAS
LAXMI,DESI ROASTED CHANA (POUCH),2RGYD1,20X400 GM,20723246291639,ROASTED CHICKPEAS
LAXMI,DESI ROASTED CHANA (POUCH),2RGYD2,10X800 GM,10723246291649,ROASTED CHICKPEAS
LAXMI,AJWAIN SEEDS,1AJ2,20X200 GM,20723246176028,SPICES RANGE
LAXMI,AJWAIN SEEDS,1AJ4,20X400 GM,20723246177124,SPICES RANGE
LAXMI,AMCHUR POWDER,1AM7,20X200 GM,20723246176929,SPICES RANGE
LAXMI,STAR ANISE SEEDS,1AS6,20X100 GM,20723246265609,SPICES RANGE
LAXMI,STAR ANISE SEEDS,1AS5,20X200 GM,20723246176912,SPICES RANGE
LAXMI,BAY LEAVES,1BL6,20X1/2 OZ,60723246176125,SPICES RANGE
LAXMI,BAY LEAVES,1BL41,20X2 OZ,20723246188282,SPICES RANGE
LAXMI,BAY LEAVES,1BL8,20X3.5 OZ,20723246293558,SPICES RANGE
LAXMI,GUNTUR SANNAM CHILLI,1CHWG2,20X200 GM,20723246295255,SPICES RANGE
LAXMI,GUNTUR SANNAM CHILLI,1CHWG1,10X400 GM,10723246287024,SPICES RANGE
LAXMI,WHOLE BLACK PEPER,1BPW7,20X100 GM,20723246176134,SPICES RANGE
LAXMI,WHOLE BLACK PEPER,1BPW8,20X200 GM,20723246265814,SPICES RANGE
LAXMI,KALONJI,1CA5,20X200 GM,20723246177247,SPICES RANGE
LAXMI,CARDAMOM BLACK,1CDB7,20X100 GM,20723246186591,SPICES RANGE
LAXMI,CARDAMOM GREEN,1CDJ7,20X100 GM,10723246186396,SPICES RANGE
LAXMI,CARDAMOM GREEN,1CDJ6,20X200 GM,20723246295439,SPICES RANGE
LAXMI,CARDAMOM SEEDS,1CDS7,20X100 GM,10723246176502,SPICES RANGE
LAXMI,CARDAMOM POWDER,1CDP7,20X100 GM,10723246176212,SPICES RANGE
LAXMI,CRUSHED RED CHILI,1CHC5,20X200 GM,20723246187574,SPICES RANGE
LAXMI,RESHAMPATTI CHILI POWDER,1CHR6,20X200 GM,3072324616247,SPICES RANGE
LAXMI,RED CHILI POWDER,1CH6,20X200 GM,20723246176226,SPICES RANGE
LAXMI,RED CHILI POWDER,1CH7,20X400 GM,30723246176230,SPICES RANGE
LAXMI,RED CHILI POWDER,1CH5,10X800 GM,60723246177290,SPICES RANGE
LAXMI,RED CHILI POWDER,1CH4,6X4 LB,50723246177408,SPICES RANGE
LAXMI,KASHMIRI CHILI POWDER,1CHK6,6X4 LB,10723246292691,SPICES RANGE
LAXMI,KASHMIRI CHILI POWDER,1CHK3,20X200 GM,20723246265661,SPICES RANGE
LAXMI,KASHMIRI CHILI POWDER,1CHK4,20X400 GM,20723246265678,SPICES RANGE
LAXMI,KASHMIRI CHILI POWDER,1CHK5,10X800 GM,10723246285242,SPICES RANGE
LAXMI,WHOLE KASHMIRI RED CHILIES,1CHWK5,20X200 GM,20723246289254,SPICES RANGE
LAXMI,WHOLE RED CHILIES,1CHW4,20X200 GM,20723246176271,SPICES RANGE
LAXMI,WHOLE RED CHILIES,1CHW4,20X400 GM,30723246186635,SPICES RANGE
LAXMI,ROUND RED CHILIES,1CHWR6,20X200 GM,20723246295248,SPICES RANGE
LAXMI,EXTRA HOT CHILI POWDER,1CHX7,20X200 GM,20723246177216,SPICES RANGE
LAXMI,EXTRA HOT CHILI POWDER,1CHX6,20X400 GM,3072324617716,SPICES RANGE
LAXMI,EXTRA HOT CHILI POWDER,1CHX5,10X800 GM,60723246177306,SPICES RANGE
LAXMI,EXTRA HOT CHILI POWDER,1CH4,6X4 LB,50723246177415,SPICES RANGE
LAXMI,BYADAGI CHILI,1CHWB5,10X400 GM,10723246287000,SPICES RANGE
LAXMI,TEJA HOT CHILI,1CHWT,10X400 GM,10723246293339,SPICES RANGE
LAXMI,CINAMMON POWDER,1CIP5,20X100 GM,10723246176311,SPICES RANGE
LAXMI,WHOLE CLOVES,1CL6,20X100 GM,10723246176359,SPICES RANGE
LAXMI,WHOLE CLOVES,1CL51,20X200 GM,10723246177622,SPICES RANGE
LAXMI,WHOLE CLOVES,1CL7,20X400 GM,20723246293671,SPICES RANGE
LAXMI,CORIANDER SEEDS,1CO8,20X200 GM,20723246176417,SPICES RANGE
LAXMI,CORIANDER SEEDS,1CO7,20X400 GM,10723246176427,SPICES RANGE
LAXMI,CORIANDER SEEDS,1CO6,8X800 GM,10723246177196,SPICES RANGE
LAXMI,CORIANDER SEEDS,1CO5,6X4 LB,10723246265329,SPICES RANGE
LAXMI,CORIANDER POWDER,1COP7,20X200 GM,20723246176394,SPICES RANGE
LAXMI,CORIANDER POWDER,1COP6,20X400 GM,30723246176407,SPICES RANGE
LAXMI,CORIANDER POWDER,1COP5,10X800 GM,60723246177252,SPICES RANGE
LAXMI,CORIANDER POWDER,1COP4,6X4 LB,50723246177583,SPICES RANGE
LAXMI,CURRY POWDER,1CR4,20X200 GM,20723246176486,SPICES RANGE
LAXMI,CUMIN SEEDS,1CU7,20X200 GM,20723246176462,SPICES RANGE
LAXMI,CUMIN SEEDS,1CU5,20X400 GM,20723246176479,SPICES RANGE
LAXMI,CUMIN SEEDS,1CU42,10X800 GM,10723246177134,SPICES RANGE
LAXMI,CUMIN SEEDS,N/A,6X4 LB,10723246177431,SPICES RANGE
LAXMI,CUMIN POWDER,1CUP7,20X200 GM,20723246176455,SPICES RANGE
LAXMI,CUMIN POWDER,1CUP6,20X400 GM,30723246176452,SPICES RANGE
LAXMI,CUMIN POWDER,1CUP5,10X800 GM,10723246177288,SPICES RANGE
LAXMI,CUMIN POWDER,1CUP4,6X4 LB,50723246177477,SPICES RANGE
LAXMI,GINGER POWDER,1GI5,20X200 GM,20723246176608,SPICES RANGE
LAXMI,GARAM MASALA POWDER,1GM7,20X200 GM,20723246187741,SPICES RANGE
LAXMI,GARAM MASALA POWDER,1GM6,20X400 GM,30723246176575,SPICES RANGE
LAXMI,GARAM MASALA POWDER,1GM4,6X4 LB,50723246177446,SPICES RANGE
LAXMI,WHOLE JAVANTRI,1JW5,20X100 GM,10723246295456,SPICES RANGE
LAXMI,KALA JEERA,1KJ5,20X100 GM,10723246176625,SPICES RANGE
LAXMI,METHI SEEDS,1ME7,20X200 GM,20723246176707,SPICES RANGE
LAXMI,METHI SEEDS,1ME6,20X400 GM,20723246176714,SPICES RANGE
LAXMI,METHI SEEDS,1ME51,10X800 GM,10723246265947,SPICES RANGE
LAXMI,METHI POWDER,1MEP5,20X200 GM,20723246176691,SPICES RANGE
LAXMI,METHI POWDER,1DJ6,20X400 GM,30723246176490,SPICES RANGE
LAXMI,SMALL MUSTARD SEEDS,1MUS6,20X400 GM,20723246295873,SPICES RANGE
LAXMI,SMALL MUSTARD SEEDS,1MUS5,10X800 GM,10723246295883,SPICES RANGE
LAXMI,MUSTARD SEEDS,1MU7,20X200 GM,20723246211552,SPICES RANGE
LAXMI,MUSTARD SEEDS,1MU6,20X400 GM,20723246176752,SPICES RANGE
LAXMI,MUSTARD SEEDS,1MU5,10X800 GM,10723246295562,SPICES RANGE
LAXMI,NUTMEG POWDER,1NP5,20X100 GM,10723246176762,SPICES RANGE
LAXMI,NUTMEG WHOLE,1NW5,20X100 GM,10723246187195,SPICES RANGE
LAXMI,PAPRIKA,1PA7,20X200 GM,20723246176806,SPICES RANGE
LAXMI,PAPRIKA,1PA6,20X400 GM,20723246176813,SPICES RANGE
LAXMI,PAPRIKA,1PA5,10X800 GM,10723246177318,SPICES RANGE
LAXMI,POPPY SEEDS,1PO4,20X100 GM,20723246176820,SPICES RANGE
LAXMI,POPPY SEEDS,1PO3,20X200 GM,20723246176837,SPICES RANGE
LAXMI,FLAXSEEDS,1FL4,20X400 GM,20723246288929,SPICES RANGE
LAXMI,BLACK SESAME SEED,1SSB5,20X400 GM,20723246176882,SPICES RANGE
LAXMI,BROWN SESAME SEED,1SSR5,20X400 GM,20723246176905,SPICES RANGE
LAXMI,BROWN SESAME SEED,1SSR8,10X800 GM,10723246285037,SPICES RANGE
LAXMI,WHITE SESAME SEED,1SSW5,20X400 GM,20723246176899,SPICES RANGE
LAXMI,WHITE SESAME SEED,1SSW8,10X800 GM,10723246285044,SPICES RANGE
LAXMI,TAKMARIA,1TK3,20X100 GM,20723246177001,SPICES RANGE
LAXMI,TEA MASALA,1TM2,20X100 GM,10723246176984,SPICES RANGE
LAXMI,TURMERIC POWDER,1TU6,20X200 GM,20723246176998,SPICES RANGE
LAXMI,TURMERIC POWDER,1TU7,20X400 GM,30723246177206,SPICES RANGE
LAXMI,TURMERIC POWDER,1TU7,10X800 GM,10723246177325,SPICES RANGE
LAXMI,TURMERIC POWDER,1TU4,6X4 LB,50723246177484,SPICES RANGE
LAXMI,DALIA,LMDA7,20X400 GM,30723246181449,SPICES RANGE
LAXMI,DALIA,LMDA5,10X800 GM,20723246211248,SPICES RANGE
LAXMI,CINAMMON STICKS (ROUND),1CI50,20X400 GM,10723246177752,SPICES RANGE
LAXMI,CINAMMON STICKS (ROUND),1CI51,20X200 GM,20723246178107,SPICES RANGE
LAXMI,CINAMMON STICKS (FLAT),1CID4,20X200 GM,10723246176281,SPICES RANGE
LAXMI,CHAROLI,9CH5,20X100 GM,20723246172068,SPICES RANGE
LAXMI,CARDAMOM SEEDS,1CDS7,20X100 GM,10723246176502,SPICES RANGE
LAXMI,FENNEL SEEDS,LMUFA,20X200 GM,20723246178008,SPICES RANGE
LAXMI,FENNEL SEEDS,LMUF9,20X400 GM,10738661110017,SPICES RANGE
LAXMI,SUN SAFFRON,1SF10,84X12X1 GM,N/A,SPICES RANGE
LAXMI,SUN SAFFRON,1SF10M,80X1 OZ,N/A,SPICES RANGE
LAXMI,SUN SAFFRON,1SF20,42X12X2 GM,N/A,SPICES RANGE
LAXMI,SUN SAFFRON,1SF50,20X12X5 GM,20738661110052,SPICES RANGE
LAXMI,TAMARIND SEEDLESS (SLAB),1TAS0,12X1 KG,20723246134240,SPICES RANGE
LAXMI,TAMARIND SEEDLESS (SLAB),1TAS1,25X500 GM,20723246134240,SPICES RANGE
LAXMI,TAMARIND SEEDLESS (SLAB),1TAS2,50X250 GM,20723246134240,SPICES RANGE
LAXMI,IDLI RICE,4I7,10X4 LB,10723246282388,SOUTH INDIAN RICE
LAXMI,IDLI RICE,4I35,4X10 LB,10723246115143,SOUTH INDIAN RICE
LAXMI,IDLI RICE,4I26,2X20 LB,10723246115218,SOUTH INDIAN RICE
LAXMI,KERALA KUTHARI MATTA RICE,4KK28,2X20 LB,20723246115096,SOUTH INDIAN RICE
LAXMI,PONNI BOILED RICE,4PB35,4X10 LB,10723246115137,SOUTH INDIAN RICE
LAXMI,PONNI BOILED RICE,4PB26,2X20 LB,10723246115102,SOUTH INDIAN RICE
LAXMI,PONNI RAW RICE,4PR35,4X10 LB,10723246115137,SOUTH INDIAN RICE
LAXMI,PONNI RAW RICE,4PR26,2X20 LB,10723246115102,SOUTH INDIAN RICE
LAXMI,SONA MASOORI RICE,4SM5,10X4 LB,10723246282388,SOUTH INDIAN RICE
LAXMI,SONA MASOORI RICE,4SM35,4X10 LB,10723246115143,SOUTH INDIAN RICE
LAXMI,SONA MASOORI RICE,4SM25,2X20 LB,10723246115218,SOUTH INDIAN RICE
LAXMI,BROWN SONA MASOORI RICE,4SMB7,4X10 LB,20723246284624,SOUTH INDIAN RICE
LAXMI,ORGANIC SONA MASOORI,LXO4SM35,4X10 LB,10723246282333,SOUTH INDIAN RICE
LAXMI,CRYSTAL SONA MASOORI RICE,4SMC25,2X20 LB,20723246264787,SOUTH INDIAN RICE
LAXMI,IDLI RAVA,5IRS6,10X4 LB,10723246289677,SOUTH INDIAN RICE FLOUR
LAXMI,IDLI RAVA,5IRS7,20X2 LB,10723246289684,SOUTH INDIAN RICE FLOUR
LAXMI,RAGI FLOUR,5RGS4,20X2 LB,110723246289691,SOUTH INDIAN RICE FLOUR
LAXMI,RAGI FLOUR,5RGS6,10X4 LB,10723246291045,SOUTH INDIAN RICE FLOUR
LAXMI,RICE FLOUR,5RIS6,10X4 LB,10723246289707,SOUTH INDIAN RICE FLOUR
LAXMI,RICE FLOUR,5RIS7,20X2 LB,10723246289714,SOUTH INDIAN RICE FLOUR
LAXMI,ROASTED UPMA MIX,5SRU6,10X4 LB,10723246289356,SOUTH INDIAN RICE FLOUR
LAXMI,ROASTED UPMA MIX,5SRU7,20X2 LB,20723246289360,SOUTH INDIAN RICE FLOUR
AMMA'S KITCHEN,ACHAPPAM,AA13,20X200 GM,10723246200078,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,BANANA MARI,AA23,20X285 GM,20723246288578,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,BANANA CHIPS,AB43,20X285 GM,20723246288592,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,BANANA CHIPS,AB33,10X707 GM,10723246288526,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,SPICY PLANTAIN CHIPS,AB493,20X200 GM,20723246293411,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,JAGGERY BANANA,AB63,20X285 GM,20723246288608,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,BANANA CHIPS CHILI MASALA,AB862,20X285 GM,20723246288585,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,JACKFRUIT CHIPS,AJ22,20X200 GM,10723246200313,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,KERALA MURUKKU,AK13,20X200 GM,10723246200085,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,KERALA MIXTURE,AK212,20X285 GM,20723246288615,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,KERALA MIXTURE,AK24,10X707 GM,10723246288540,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,MADRAS MIXTURE,AM13,20X285 GM,20723246288622,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,MADRAS MIXTURE,AM022,10X707 GM,10723246288533,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,COUNTRY MIXTURE,AM20,10X707 GM,20723246288561,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,BUTTER MURUKKU,AM312,20X200 GM,20723246293084,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,GARLIC MURUKKU,AM32,20X200 GM,20723246293107,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,CHEKODI RING MURUKKU,AM343,20X200 GM,20723246293015,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,RING MURUKKU,AM42,20X200 GM,20723246293213,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,TAPIOCA CHIPS HOT,AT43,20X200 GM,10723246200023,AK SOUTH INDIAN SNACKS
AMMA'S KITCHEN,MASALA DOSA WITH CHUTNEY,AFDM1,12X440 GM,20723246290441,AK FROZEN SNACKS
AMMA'S KITCHEN,ONION RAVA MASALA DOSA WITH CHUTNEY,AFDRM1,12X440 GM,2030723246290516,AK FROZEN SNACKS
AMMA'S KITCHEN,DAL VADA WITH CHUTNEY,AFDV1,12X320 GM,20723246290496,AK FROZEN SNACKS
AMMA'S KITCHEN,IDLI CHUTNEY BLK,AFI0,6X24X40 GM,10723246290048,AK FROZEN SNACKS
AMMA'S KITCHEN,IDLI WITH CHUTNEY,AFIC1,12X320 GM,2030723246290516,AK FROZEN SNACKS
AMMA'S KITCHEN,MASALA IDLI,AFIM1,12X320 GM,30723246290530,AK FROZEN SNACKS
AMMA'S KITCHEN,MINI IDLI WITH SAMBAR/CHUTNEY,AFIMS1,12X520 GM,30723246290578,AK FROZEN SNACKS
AMMA'S KITCHEN,COMBO IDLI SAMBAR CHUTNEY,AFISC1,12X400 GM,30723246290585,AK FROZEN SNACKS
AMMA'S KITCHEN,MEDU VADA WITH CHUTNEY BLK,AFM0,6X24X35 GM,10723246290055,AK FROZEN SNACKS
AMMA'S KITCHEN,MEDU VADA WITH CHUTNEY,AFMC1,12X360 GM,20723246290458,AK FROZEN SNACKS
AMMA'S KITCHEN,MEDU VADA SAMBAR & CHUTNEY COMBO,AFMSC1,12X380 GM,20723246290601,AK FROZEN SNACKS
AMMA'S KITCHEN,RAVA IDLI WITH CHUTNEY,AFRI0,6X24X40 GM,10723246290062,AK FROZEN SNACKS
AMMA'S KITCHEN,SAMBAR,AFS2,12X284 GM,20723246290564,AK FROZEN SNACKS
AMMA'S KITCHEN,UPMA WITH CHUTNEY,AFU3,12X335 GM,20723246290502,AK FROZEN SNACKS
AMMA'S KITCHEN,ONION UTAPPAM WITH CHUTNEY,AFUO1,12X335 GM,20723246290465,AK FROZEN SNACKS
AMMA'S KITCHEN,MIXED VEGETABLE UTAPPAM WITH CHUTNEY,AFUV1,12X440 GM,20723246290472,AK FROZEN SNACKS
AMMA'S KITCHEN,MALABAR POROTTA,AFMP1,10X12X75 GM,20723246287724,AK FROZEN SNACKS
AMMA'S KITCHEN,KOTHU POROTTA,AFKP1,10X908 GM,10723246290383,AK FROZEN SNACKS
AMMA'S KITCHEN,SONA MASOORI RICE,ARSM2,2X20 LB,10723246290635,AK RICE
AMMA'S KITCHEN,SONA MASOORI RICE,ARSM0,40 LB,N/A,AK RICE
GARVI GUJARAT,PHOOL MAKHANA,GGCM0,20X100 GM,20723246293732,G.G. CEREALS
GARVI GUJARAT,3 IN 1 PURI,GGS33,20X285 GM,20723246288202,G.G. SNACKS
GARVI GUJARAT,3 IN 1 PURI,GGS392,10X737 GM,10723246287567,G.G. SNACKS
GARVI GUJARAT,BHAVNAGARI GATHIYA,GGSB12,20X285 GM,20723246288219,G.G. SNACKS
GARVI GUJARAT,BHEL SEV,GGSB42,20X285 GM,20723246288233,G.G. SNACKS
GARVI GUJARAT,BHEL SEV,GGSB7,10X737 GM,10723246287611,G.G. SNACKS
GARVI GUJARAT,BHAKAHRWADI,GGSB82,20X285 GM,20723246288240,G.G. SNACKS
GARVI GUJARAT,YELLOW BANANA WAFERS,GGSBA32,20X180 GM,10723246290772,G.G. SNACKS
GARVI GUJARAT,YELLOW BANANA WAFERS,GGSB42,10X737 GM,10723246287598,G.G. SNACKS
GARVI GUJARAT,SPICY BANANA WAFERS,GGSBA12,20X180 GM,20723246288257,G.G. SNACKS
GARVI GUJARAT,SPICY BANANA WAFERS,GGSBA22,10X737 GM,10723246287581,G.G. SNACKS
GARVI GUJARAT,PEPPER BANANA CHIPS,GGSBA12,20X180 GM,20723246288264,G.G. SNACKS
GARVI GUJARAT,PEPPER BANANA CHIPS,GGSBA22,10X737 GM,10723246287574,G.G. SNACKS
GARVI GUJARAT,BHEL MIX,GGSBL2,20X285 GM,20723246288271,G.G. SNACKS
GARVI GUJARAT,BHEL MIX,GGSBM02,10X737 GM,10723246287604,G.G. SNACKS
GARVI GUJARAT,GUJARATI CHAKRI,GGSC3,20X285 GM,20723246288288,G.G. SNACKS
GARVI GUJARAT,CHANA JOR GARAM,GGSC97,20X285 GM,20723246288295,G.G. SNACKS
GARVI GUJARAT,CORN CHIWDA,GGSCC2,20X285 GM,10723246223350,G.G. SNACKS
GARVI GUJARAT,FARALI CHIWDA,GGSF10,20X180 GM,20723246288301,G.G. SNACKS
GARVI GUJARAT,FARALI CHIWDA,GGSF15,10X737 GM,10723246287628,G.G. SNACKS
GARVI GUJARAT,JAMNAGARI GATHIYA,GGSJ2,20X285 GM,20723246288332,G.G. SNACKS
GARVI GUJARAT,NADIYADI MIX,GGSN2,20X285 GM,20723246288349,G.G. SNACKS
GARVI GUJARAT,ROASTD POHA CHIWDA,GGSP22,20X285 GM,20723246288356,G.G. SNACKS
GARVI GUJARAT,RATLAMI SEV,GGSR10,20X285 GM,20723246288370,G.G. SNACKS
GARVI GUJARAT,DRY SAMOSA,GGSS10,20X285 GM,10723246290543,G.G. SNACKS
GARVI GUJARAT,DRY KACHORI,GGSK2,20X285 GM,10723246490550,G.G. SNACKS
GARVI GUJARAT,DRY KACHORI,GGSK92,10X737 GM,10723246287635,G.G. SNACKS
GARVI GUJARAT,ALOO BHUJIYA,GGSC3,20X285 GM,20723246288288,G.G. SNACKS
GARVI GUJARAT,BOMBAY MIX,GGSC97,20X285 GM,20723246288295,G.G. SNACKS
GARVI GUJARAT,KHATA MEETA MIX,GGSKM2,20X285 GM,20723246288776,G.G. SNACKS
GARVI GUJARAT,MASALA PARA,GGSMPM2,20X285 GM,20723246288844,G.G. SNACKS
GARVI GUJARAT,SURTI MIX,GGSSM2,20X285 GM,20723246288707,G.G. SNACKS
GARVI GUJARAT,YELLOW TIKHA MIX,GGSTM2,20X285 GM,20723246288714,G.G. SNACKS
GARVI GUJARAT,BOMBAY CHANA,GGSBC2,20X285 GM,20723246288769,G.G. SNACKS
GARVI GUJARAT,MITHRI,GGSMA2,20X285 GM,20723246288783,G.G. SNACKS
GARVI GUJARAT,SADA SEV,GGSS2,20X285 GM,20723246288745,G.G. SNACKS
GARVI GUJARAT,SPICY BHEL MIX,GGSSB1,10X737 GM,10723246288793,G.G. SNACKS
GARVI GUJARAT,PLAIN KHAKRA,GGK1,4X20X200 GM,20723246292148,G.G. SNACKS
GARVI GUJARAT,MASALA KHAKRA,GGK7,4X20X200 GM,20723246292117,G.G. SNACKS
GARVI GUJARAT,BAJRA KHAKRA,GGK4,4X20X200 GM,20734346292124,G.G. SNACKS
GARVI GUJARAT,JEERA KHAKRA,GGK5,4X20X200 GM,20734346292100,G.G. SNACKS
GARVI GUJARAT,METHI KHAKRA,GGK3,4X20X200 GM,20734346292131,G.G. SNACKS
GARVI GUJARAT,MULTIGRAIN METHI KHAKRA,GGK85,20X200 GM,10723246290369,G.G. SNACKS
GARVI GUJARAT,DOUBLE METHI MASALA KHAKRA,GGK95,20X200 GM,10723246290375,G.G. SNACKS
GARVI GUJARAT,LILVA KACHORI,GGFL2,12X16X25 GM,20723246289599,G.G. FROZEN RANGE
GARVI GUJARAT,SANDWICH DHOKLA,GGFS2,12X6X42.5 GM,20723246289605,G.G. FROZEN RANGE
GARVI GUJARAT,UNDHIYU,GGFU0,12X285 GM,20723246289476,G.G. FROZEN RANGE
GARVI GUJARAT,PATRA SLICED,GGFP10,24X350 GM,30723246289435,G.G. FROZEN RANGE
GARVI GUJARAT,PATRA SLICED BLK,GGFP22,6X908 GM,10723246289462,G.G. FROZEN RANGE
GARVI GUJARAT,PATRA VATA,GGFPV21,12X454 GM,20723246289445,G.G. FROZEN RANGE
GARVI GUJARAT,PATRA VATA BLK,GGFPV1,6X908 GM,10723246289455,G.G. FROZEN RANGE
GARVI GUJARAT,COCONUT KACHORI,GGFCK2,12X9X50 GM,20723246289568,G.G. FROZEN RANGE
GARVI GUJARAT,PURAN POLI,GGFPP1,24X4X95 GM,30723246289428,G.G. FROZEN RANGE
MAAZA,MANGO (GLASS BOTTLE),MZG5,12 X 300 ML,718226329820,MAAZA DRINKS
MAAZA,LYCHEE (GLASS BOTTLE),MZLY5,12 X 300 ML,8718226329790,MAAZA DRINKS
MAAZA,GUAVA (GLASS BOTTLE),MZGA5,12 X 300 ML,8718226328526,MAAZA DRINKS
MAAZA,MANGO (GLASS BOTTLE),MZMG2,6X1 LTR,8718226328533,MAAZA DRINKS
MAAZA,LYCHEE (GLASS BOTTLE),MZLY2,6X1 LTR,8718226328519,MAAZA DRINKS
MAAZA,GUAVA (GLASS BOTTLE),MZGA2,6X1 LTR,8718226328526,MAAZA DRINKS
MEHERABAN,SUPER PERFECTLY AGED BASMATI RICE,MHRL4,4X10 LB,20723246291554,MEHERABAN BASMATI RICE
MEHERABAN,XL EXTRA LONG BASMATI RICE,MHRA4,4X10 LB,20723246291493,MEHERABAN BASMATI RICE
MEHERABAN,GINGER GARLIC PASTE,MHPG5,12X708 GM,20723246288134,MEHERABAN COOKING PASTES
MEHERABAN,GARLIC PASTE,MHPGA5,12X708 GM,20723246288158,MEHERABAN COOKING PASTES
MEHERABAN,GINGER PASTE,MHPG15,12X708 GM,20723246288141,MEHERABAN COOKING PASTES
MEHERABAN,KHURDI DATES,9DMRK,16X400 GM,20723246291387,MEHERABAN DATES
MEHERABAN,SAFWAI DATES,9DMRS,16X400 GM,20723246291394,MEHERABAN DATES
MEHERABAN,AJWA DATES,9DMRA,16X400 GM,30723246287264,MEHERABAN DATES
MEHERABAN,PITTED DATES,9DMR6,12X24 OZ,10723246283491,MEHERABAN DATES
MEHERABAN,MEDJOOL DATES,9DMRM1,12X2 LB,20723246288431,MEHERABAN DATES
